Location,ParentLocation,PM25_Value,Average_PM25
Guinea,Africa,36.51,29.812282051282054
Guinea-Bissau,Africa,36.53,29.812282051282054
Mali,Africa,36.61,29.812282051282054
Gambia,Africa,36.61,29.812282051282054
Mauritania,Africa,36.63,29.812282051282054
Rwanda,Africa,37.01,29.812282051282054
Democratic Republic of the Congo,Africa,37.04,29.812282051282054
Togo,Africa,37.25,29.812282051282054
Senegal,Africa,37.3,29.812282051282054
Sierra Leone,Africa,37.37,29.812282051282054
Cote d'Ivoire,Africa,37.72,29.812282051282054
Cote d'Ivoire,Africa,37.81,29.812282051282054
Congo,Africa,38.29,29.812282051282054
Mali,Africa,38.31,29.812282051282054
Uganda,Africa,38.47,29.812282051282054
Democratic Republic of the Congo,Africa,38.57,29.812282051282054
Guinea,Africa,38.63,29.812282051282054
Sierra Leone,Africa,38.98,29.812282051282054
Senegal,Africa,39.11,29.812282051282054
Togo,Africa,39.32,29.812282051282054
Senegal,Africa,39.89,29.812282051282054
Burkina Faso,Africa,40.12,29.812282051282054
Sierra Leone,Africa,40.25,29.812282051282054
Mali,Africa,40.34,29.812282051282054
Gambia,Africa,40.5,29.812282051282054
Mauritania,Africa,40.53,29.812282051282054
Burkina Faso,Africa,40.62,29.812282051282054
Togo,Africa,40.86,29.812282051282054
Liberia,Africa,40.91,29.812282051282054
Chad,Africa,41.75,29.812282051282054
Guinea-Bissau,Africa,41.92,29.812282051282054
Cote d'Ivoire,Africa,42.12,29.812282051282054
Liberia,Africa,42.36,29.812282051282054
Burkina Faso,Africa,42.74,29.812282051282054
Gambia,Africa,42.75,29.812282051282054
Ghana,Africa,43.04,29.812282051282054
Guinea,Africa,43.4,29.812282051282054
Mauritania,Africa,43.42,29.812282051282054
Senegal,Africa,43.71,29.812282051282054
Sierra Leone,Africa,44.32,29.812282051282054
Chad,Africa,44.36,29.812282051282054
Guinea-Bissau,Africa,44.65,29.812282051282054
Gambia,Africa,44.81,29.812282051282054
Ghana,Africa,45.72,29.812282051282054
Senegal,Africa,45.88,29.812282051282054
Guinea,Africa,46.29,29.812282051282054
Sierra Leone,Africa,46.51,29.812282051282054
Chad,Africa,46.6,29.812282051282054
Mali,Africa,47.01,29.812282051282054
Burkina Faso,Africa,47.93,29.812282051282054
Cote d'Ivoire,Africa,48.19,29.812282051282054
Ghana,Africa,48.44,29.812282051282054
Mali,Africa,50.72,29.812282051282054
Niger,Africa,50.92,29.812282051282054
Niger,Africa,52.41,29.812282051282054
Mauritania,Africa,52.85,29.812282051282054
Ghana,Africa,52.87,29.812282051282054
Niger,Africa,53.06,29.812282051282054
Burkina Faso,Africa,53.35,29.812282051282054
Nigeria,Africa,55.56,29.812282051282054
Cote d'Ivoire,Africa,55.61,29.812282051282054
Mauritania,Africa,56.29,29.812282051282054
Nigeria,Africa,56.55,29.812282051282054
Cameroon,Africa,56.59,29.812282051282054
Ghana,Africa,57.27,29.812282051282054
Nigeria,Africa,57.45,29.812282051282054
Niger,Africa,57.76,29.812282051282054
Nigeria,Africa,58.02,29.812282051282054
Chad,Africa,58.12,29.812282051282054
Nigeria,Africa,58.56,29.812282051282054
Cameroon,Africa,59.3,29.812282051282054
Niger,Africa,61.68,29.812282051282054
Cameroon,Africa,64.0,29.812282051282054
Cameroon,Africa,64.08,29.812282051282054
Cameroon,Africa,64.32,29.812282051282054
Chad,Africa,65.15,29.812282051282054
Mauritius,Africa,9.77,29.812282051282054
Mauritius,Africa,10.14,29.812282051282054
Mauritius,Africa,10.67,29.812282051282054
Mauritius,Africa,10.73,29.812282051282054
Mauritius,Africa,10.74,29.812282051282054
Namibia,Africa,11.02,29.812282051282054
Mauritius,Africa,11.42,29.812282051282054
Namibia,Africa,11.9,29.812282051282054
Kenya,Africa,12.34,29.812282051282054
Zimbabwe,Africa,12.36,29.812282051282054
Botswana,Africa,12.39,29.812282051282054
Namibia,Africa,12.5,29.812282051282054
Kenya,Africa,12.53,29.812282051282054
Kenya,Africa,12.68,29.812282051282054
Botswana,Africa,12.69,29.812282051282054
Zimbabwe,Africa,13.09,29.812282051282054
Zimbabwe,Africa,13.13,29.812282051282054
Namibia,Africa,13.14,29.812282051282054
Botswana,Africa,13.74,29.812282051282054
Comoros,Africa,13.79,29.812282051282054
Namibia,Africa,13.89,29.812282051282054
South Africa,Africa,13.98,29.812282051282054
Comoros,Africa,14.15,29.812282051282054
Comoros,Africa,14.16,29.812282051282054
Botswana,Africa,14.24,29.812282051282054
Comoros,Africa,14.27,29.812282051282054
Eswatini,Africa,14.29,29.812282051282054
Kenya,Africa,14.32,29.812282051282054
Zimbabwe,Africa,14.48,29.812282051282054
Comoros,Africa,14.5,29.812282051282054
Eswatini,Africa,14.58,29.812282051282054
Botswana,Africa,14.58,29.812282051282054
United Republic of Tanzania,Africa,14.74,29.812282051282054
Zimbabwe,Africa,14.99,29.812282051282054
Eswatini,Africa,15.17,29.812282051282054
Madagascar,Africa,15.38,29.812282051282054
Eswatini,Africa,15.4,29.812282051282054
United Republic of Tanzania,Africa,15.6,29.812282051282054
Eswatini,Africa,15.8,29.812282051282054
Mozambique,Africa,16.04,29.812282051282054
United Republic of Tanzania,Africa,16.08,29.812282051282054
Mozambique,Africa,16.16,29.812282051282054
United Republic of Tanzania,Africa,16.35,29.812282051282054
Mozambique,Africa,16.43,29.812282051282054
Madagascar,Africa,16.52,29.812282051282054
United Republic of Tanzania,Africa,16.55,29.812282051282054
Zambia,Africa,16.55,29.812282051282054
South Africa,Africa,16.65,29.812282051282054
Lesotho,Africa,16.84,29.812282051282054
Madagascar,Africa,17.13,29.812282051282054
Lesotho,Africa,17.21,29.812282051282054
Zambia,Africa,17.32,29.812282051282054
Mozambique,Africa,17.32,29.812282051282054
Lesotho,Africa,17.42,29.812282051282054
Seychelles,Africa,17.44,29.812282051282054
Zambia,Africa,17.65,29.812282051282054
Seychelles,Africa,18.15,29.812282051282054
Mozambique,Africa,18.18,29.812282051282054
Malawi,Africa,18.22,29.812282051282054
Lesotho,Africa,18.39,29.812282051282054
Malawi,Africa,18.58,29.812282051282054
Malawi,Africa,18.58,29.812282051282054
Seychelles,Africa,18.67,29.812282051282054
Seychelles,Africa,18.67,29.812282051282054
Madagascar,Africa,18.69,29.812282051282054
South Africa,Africa,19.07,29.812282051282054
Zambia,Africa,19.24,29.812282051282054
Zambia,Africa,19.86,29.812282051282054
Malawi,Africa,20.17,29.812282051282054
Lesotho,Africa,20.29,29.812282051282054
Malawi,Africa,20.81,29.812282051282054
South Africa,Africa,20.93,29.812282051282054
Madagascar,Africa,21.06,29.812282051282054
Ethiopia,Africa,21.26,29.812282051282054
Eritrea,Africa,22.04,29.812282051282054
Algeria,Africa,22.07,29.812282051282054
Ethiopia,Africa,22.17,29.812282051282054
South Sudan,Africa,22.28,29.812282051282054
Eritrea,Africa,22.3,29.812282051282054
South Sudan,Africa,22.37,29.812282051282054
Ethiopia,Africa,22.59,29.812282051282054
South Sudan,Africa,22.66,29.812282051282054
South Africa,Africa,22.91,29.812282051282054
Algeria,Africa,22.98,29.812282051282054
Algeria,Africa,23.06,29.812282051282054
Algeria,Africa,23.1,29.812282051282054
Eritrea,Africa,23.2,29.812282051282054
Gabon,Africa,23.24,29.812282051282054
Ethiopia,Africa,23.28,29.812282051282054
Eritrea,Africa,23.59,29.812282051282054
Angola,Africa,23.66,29.812282051282054
Congo,Africa,23.69,29.812282051282054
South Sudan,Africa,23.72,29.812282051282054
Ethiopia,Africa,23.82,29.812282051282054
Algeria,Africa,23.95,29.812282051282054
Eritrea,Africa,24.07,29.812282051282054
South Sudan,Africa,24.44,29.812282051282054
Angola,Africa,26.08,29.812282051282054
Equatorial Guinea,Africa,26.67,29.812282051282054
Gabon,Africa,26.67,29.812282051282054
Burundi,Africa,26.79,29.812282051282054
Equatorial Guinea,Africa,26.95,29.812282051282054
Angola,Africa,27.21,29.812282051282054
Central African Republic,Africa,27.57,29.812282051282054
Equatorial Guinea,Africa,28.05,29.812282051282054
Cabo Verde,Africa,28.06,29.812282051282054
Burundi,Africa,28.37,29.812282051282054
Burundi,Africa,28.39,29.812282051282054
Burundi,Africa,28.72,29.812282051282054
Equatorial Guinea,Africa,28.74,29.812282051282054
Central African Republic,Africa,29.05,29.812282051282054
Central African Republic,Africa,29.15,29.812282051282054
Burundi,Africa,29.3,29.812282051282054
Sao Tome and Principe,Africa,29.96,29.812282051282054
Gabon,Africa,30.01,29.812282051282054
Congo,Africa,30.03,29.812282051282054
Uganda,Africa,30.42,29.812282051282054
Democratic Republic of the Congo,Africa,30.62,29.812282051282054
Equatorial Guinea,Africa,30.67,29.812282051282054
Angola,Africa,30.73,29.812282051282054
Uganda,Africa,30.91,29.812282051282054
Angola,Africa,31.58,29.812282051282054
Benin,Africa,31.76,29.812282051282054
Cabo Verde,Africa,31.83,29.812282051282054
Guinea-Bissau,Africa,31.96,29.812282051282054
Uganda,Africa,32.08,29.812282051282054
Sao Tome and Principe,Africa,32.42,29.812282051282054
Liberia,Africa,32.55,29.812282051282054
Benin,Africa,32.71,29.812282051282054
Benin,Africa,32.73,29.812282051282054
Benin,Africa,32.74,29.812282051282054
Gabon,Africa,32.88,29.812282051282054
Uganda,Africa,32.96,29.812282051282054
Democratic Republic of the Congo,Africa,32.99,29.812282051282054
Cabo Verde,Africa,33.0,29.812282051282054
Cabo Verde,Africa,33.36,29.812282051282054
Benin,Africa,33.5,29.812282051282054
Liberia,Africa,33.52,29.812282051282054
Central African Republic,Africa,33.71,29.812282051282054
Gabon,Africa,33.79,29.812282051282054
Cabo Verde,Africa,34.04,29.812282051282054
Sao Tome and Principe,Africa,34.45,29.812282051282054
Gambia,Africa,34.57,29.812282051282054
Rwanda,Africa,34.63,29.812282051282054
Rwanda,Africa,34.7,29.812282051282054
Guinea-Bissau,Africa,34.86,29.812282051282054
Rwanda,Africa,34.97,29.812282051282054
Guinea-Bissau,Africa,35.01,29.812282051282054
Rwanda,Africa,35.09,29.812282051282054
Gambia,Africa,35.19,29.812282051282054
Congo,Africa,35.23,29.812282051282054
Democratic Republic of the Congo,Africa,35.53,29.812282051282054
Togo,Africa,35.71,29.812282051282054
Liberia,Africa,35.72,29.812282051282054
Togo,Africa,35.76,29.812282051282054
Central African Republic,Africa,35.83,29.812282051282054
Mauritania,Africa,35.85,29.812282051282054
Senegal,Africa,36.08,29.812282051282054
Guinea,Africa,36.24,29.812282051282054
Mali,Africa,36.5,29.812282051282054
Congo,Africa,36.76,29.812282051282054
Sao Tome and Principe,Africa,36.97,29.812282051282054
Sao Tome and Principe,Africa,37.2,29.812282051282054
Rwanda,Africa,37.24,29.812282051282054
Guinea,Africa,37.39,29.812282051282054
Togo,Africa,37.52,29.812282051282054
Senegal,Africa,37.9,29.812282051282054
Mali,Africa,38.21,29.812282051282054
Sierra Leone,Africa,38.3,29.812282051282054
Cote d'Ivoire,Africa,38.54,29.812282051282054
Democratic Republic of the Congo,Africa,38.58,29.812282051282054
Senegal,Africa,38.67,29.812282051282054
Cote d'Ivoire,Africa,38.74,29.812282051282054
Gambia,Africa,38.93,29.812282051282054
Uganda,Africa,39.25,29.812282051282054
Guinea,Africa,39.28,29.812282051282054
Congo,Africa,39.38,29.812282051282054
Mauritania,Africa,39.58,29.812282051282054
Togo,Africa,39.64,29.812282051282054
Sierra Leone,Africa,39.85,29.812282051282054
Guinea-Bissau,Africa,39.9,29.812282051282054
Democratic Republic of the Congo,Africa,40.05,29.812282051282054
Mali,Africa,40.08,29.812282051282054
Liberia,Africa,40.47,29.812282051282054
Burkina Faso,Africa,40.52,29.812282051282054
Sierra Leone,Africa,40.62,29.812282051282054
Burkina Faso,Africa,41.03,29.812282051282054
Gambia,Africa,41.16,29.812282051282054
Togo,Africa,41.23,29.812282051282054
Liberia,Africa,41.84,29.812282051282054
Chad,Africa,41.96,29.812282051282054
Mauritania,Africa,42.43,29.812282051282054
Guinea-Bissau,Africa,42.44,29.812282051282054
Senegal,Africa,42.51,29.812282051282054
Cote d'Ivoire,Africa,42.7,29.812282051282054
Burkina Faso,Africa,43.05,29.812282051282054
Gambia,Africa,43.21,29.812282051282054
Guinea,Africa,43.69,29.812282051282054
Ghana,Africa,43.74,29.812282051282054
Sierra Leone,Africa,43.92,29.812282051282054
Chad,Africa,44.49,29.812282051282054
Senegal,Africa,44.68,29.812282051282054
Sierra Leone,Africa,45.59,29.812282051282054
Guinea,Africa,46.37,29.812282051282054
Mali,Africa,46.64,29.812282051282054
Ghana,Africa,46.81,29.812282051282054
Chad,Africa,46.93,29.812282051282054
Burkina Faso,Africa,48.13,29.812282051282054
Cote d'Ivoire,Africa,48.26,29.812282051282054
Ghana,Africa,49.59,29.812282051282054
Mali,Africa,50.33,29.812282051282054
Niger,Africa,51.0,29.812282051282054
Mauritania,Africa,51.71,29.812282051282054
Niger,Africa,52.51,29.812282051282054
Niger,Africa,53.17,29.812282051282054
Burkina Faso,Africa,53.56,29.812282051282054
Ghana,Africa,54.43,29.812282051282054
Cote d'Ivoire,Africa,55.13,29.812282051282054
Mauritania,Africa,55.15,29.812282051282054
Nigeria,Africa,55.33,29.812282051282054
Nigeria,Africa,56.32,29.812282051282054
Cameroon,Africa,56.58,29.812282051282054
Nigeria,Africa,57.17,29.812282051282054
Chad,Africa,57.77,29.812282051282054
Nigeria,Africa,57.78,29.812282051282054
Niger,Africa,57.92,29.812282051282054
Nigeria,Africa,58.21,29.812282051282054
Ghana,Africa,59.18,29.812282051282054
Cameroon,Africa,59.2,29.812282051282054
Niger,Africa,61.87,29.812282051282054
Cameroon,Africa,63.84,29.812282051282054
Cameroon,Africa,63.9,29.812282051282054
Cameroon,Africa,63.92,29.812282051282054
Chad,Africa,64.41,29.812282051282054
Kenya,Africa,9.99,29.812282051282054
Kenya,Africa,10.0,29.812282051282054
Mauritius,Africa,10.15,29.812282051282054
Mauritius,Africa,10.7,29.812282051282054
Mauritius,Africa,10.75,29.812282051282054
Mauritius,Africa,10.76,29.812282051282054
Namibia,Africa,11.0,29.812282051282054
Mauritius,Africa,11.44,29.812282051282054
Namibia,Africa,11.88,29.812282051282054
Kenya,Africa,12.33,29.812282051282054
Namibia,Africa,12.47,29.812282051282054
Kenya,Africa,12.5,29.812282051282054
Zimbabwe,Africa,12.55,29.812282051282054
Botswana,Africa,12.58,29.812282051282054
Kenya,Africa,12.64,29.812282051282054
Botswana,Africa,12.89,29.812282051282054
Namibia,Africa,13.14,29.812282051282054
Zimbabwe,Africa,13.27,29.812282051282054
Zimbabwe,Africa,13.32,29.812282051282054
Namibia,Africa,13.93,29.812282051282054
Botswana,Africa,13.96,29.812282051282054
South Africa,Africa,14.09,29.812282051282054
Comoros,Africa,14.18,29.812282051282054
Kenya,Africa,14.28,29.812282051282054
Botswana,Africa,14.49,29.812282051282054
Comoros,Africa,14.54,29.812282051282054
Comoros,Africa,14.54,29.812282051282054
Eswatini,Africa,14.55,29.812282051282054
Zimbabwe,Africa,14.63,29.812282051282054
Comoros,Africa,14.65,29.812282051282054
United Republic of Tanzania,Africa,14.75,29.812282051282054
Eswatini,Africa,14.83,29.812282051282054
Botswana,Africa,14.84,29.812282051282054
Comoros,Africa,14.87,29.812282051282054
Zimbabwe,Africa,15.13,29.812282051282054
Madagascar,Africa,15.17,29.812282051282054
Eswatini,Africa,15.44,29.812282051282054
United Republic of Tanzania,Africa,15.59,29.812282051282054
Eswatini,Africa,15.65,29.812282051282054
Seychelles,Africa,15.86,29.812282051282054
Eswatini,Africa,16.04,29.812282051282054
United Republic of Tanzania,Africa,16.14,29.812282051282054
Mozambique,Africa,16.22,29.812282051282054
Mozambique,Africa,16.31,29.812282051282054
United Republic of Tanzania,Africa,16.33,29.812282051282054
Madagascar,Africa,16.42,29.812282051282054
United Republic of Tanzania,Africa,16.48,29.812282051282054
Seychelles,Africa,16.51,29.812282051282054
Mozambique,Africa,16.68,29.812282051282054
Zambia,Africa,16.71,29.812282051282054
South Africa,Africa,16.76,29.812282051282054
Seychelles,Africa,16.98,29.812282051282054
Seychelles,Africa,16.98,29.812282051282054
Lesotho,Africa,17.06,29.812282051282054
Madagascar,Africa,17.17,29.812282051282054
Zambia,Africa,17.43,29.812282051282054
Lesotho,Africa,17.53,29.812282051282054
Lesotho,Africa,17.65,29.812282051282054
Mozambique,Africa,17.74,29.812282051282054
Zambia,Africa,17.76,29.812282051282054
Malawi,Africa,18.44,29.812282051282054
Lesotho,Africa,18.63,29.812282051282054
Mozambique,Africa,18.79,29.812282051282054
Malawi,Africa,18.8,29.812282051282054
Madagascar,Africa,18.81,29.812282051282054
Malawi,Africa,18.83,29.812282051282054
South Africa,Africa,19.14,29.812282051282054
Zambia,Africa,19.27,29.812282051282054
Zambia,Africa,19.86,29.812282051282054
Malawi,Africa,20.4,29.812282051282054
Lesotho,Africa,20.42,29.812282051282054
South Africa,Africa,21.01,29.812282051282054
Malawi,Africa,21.05,29.812282051282054
Ethiopia,Africa,21.21,29.812282051282054
Madagascar,Africa,21.34,29.812282051282054
Algeria,Africa,21.4,29.812282051282054
South Sudan,Africa,21.99,29.812282051282054
South Sudan,Africa,22.06,29.812282051282054
Eritrea,Africa,22.07,29.812282051282054
Ethiopia,Africa,22.12,29.812282051282054
Eritrea,Africa,22.33,29.812282051282054
South Sudan,Africa,22.36,29.812282051282054
Algeria,Africa,22.44,29.812282051282054
Algeria,Africa,22.49,29.812282051282054
Algeria,Africa,22.53,29.812282051282054
Ethiopia,Africa,22.54,29.812282051282054
Gabon,Africa,22.58,29.812282051282054
Congo,Africa,22.89,29.812282051282054
South Africa,Africa,22.98,29.812282051282054
South Sudan,Africa,23.12,29.812282051282054
Eritrea,Africa,23.22,29.812282051282054
Ethiopia,Africa,23.23,29.812282051282054
Angola,Africa,23.25,29.812282051282054
Algeria,Africa,23.48,29.812282051282054
Eritrea,Africa,23.61,29.812282051282054
South Sudan,Africa,23.64,29.812282051282054
Ethiopia,Africa,23.77,29.812282051282054
Eritrea,Africa,24.08,29.812282051282054
Angola,Africa,25.03,29.812282051282054
Angola,Africa,25.72,29.812282051282054
Gabon,Africa,26.13,29.812282051282054
Burundi,Africa,26.87,29.812282051282054
Equatorial Guinea,Africa,26.93,29.812282051282054
Equatorial Guinea,Africa,27.29,29.812282051282054
Central African Republic,Africa,27.31,29.812282051282054
Burundi,Africa,28.37,29.812282051282054
Burundi,Africa,28.37,29.812282051282054
Equatorial Guinea,Africa,28.69,29.812282051282054
Burundi,Africa,28.71,29.812282051282054
Central African Republic,Africa,28.78,29.812282051282054
Angola,Africa,28.91,29.812282051282054
Congo,Africa,28.99,29.812282051282054
Central African Republic,Africa,29.06,29.812282051282054
Burundi,Africa,29.31,29.812282051282054
Cabo Verde,Africa,29.54,29.812282051282054
Equatorial Guinea,Africa,29.54,29.812282051282054
Gabon,Africa,29.61,29.812282051282054
Angola,Africa,29.71,29.812282051282054
Democratic Republic of the Congo,Africa,29.94,29.812282051282054
Uganda,Africa,29.97,29.812282051282054
Sao Tome and Principe,Africa,30.13,29.812282051282054
Uganda,Africa,30.45,29.812282051282054
Uganda,Africa,31.65,29.812282051282054
Equatorial Guinea,Africa,31.91,29.812282051282054
Sao Tome and Principe,Africa,32.01,29.812282051282054
Benin,Africa,32.21,29.812282051282054
Democratic Republic of the Congo,Africa,32.21,29.812282051282054
Gabon,Africa,32.48,29.812282051282054
